Time,all_direct,cen_direct,lef_direct,rig_direct,all_diffuse,cen_diffuse,lef_diffuse,rig_diffuse,all_global,cen_global,lef_global,rig_global,all_par_direct,cen_par_direct,lef_par_direct,rig_par_direct,all_par_diffuse,cen_par_diffuse,lef_par_diffuse,rig_par_diffuse,all_par_global,cen_par_global,lef_par_global,rig_par_global
2024-06-06 06:00:00,0.0,0.0,0.0,0.0,0.829744346363599,0.9543732458632096,0.8227027557477022,0.6498425877300805,0.829744346363599,0.9543732458632096,0.8227027557477022,0.6498425877300805,0.0,0.0,0.0,0.0,0.7464392365108306,0.858555578131986,0.7401046112362286,0.5845993493536993,0.7464392365108306,0.858555578131986,0.7401046112362286,0.5845993493536993
2024-06-06 06:15:00,0.0,0.0,0.0,0.0,1.0800655003419704,1.2422930289397225,1.070899569689439,0.8458901380978735,1.0800655003419704,1.2422930289397225,1.070899569689439,0.8458901380978735,0.0,0.0,0.0,0.0,0.9712473029836446,1.1171301680330783,0.9630048534349867,0.760665454958153,0.9712473029836446,1.1171301680330783,0.9630048534349867,0.760665454958153
2024-06-06 06:30:00,0.0,0.0,0.0,0.0,1.3632025669361694,1.5679577260565611,1.3516338053458006,1.0676385898459502,1.3632025669361694,1.5679577260565611,1.3516338053458006,1.0676385898459502,0.0,0.0,0.0,0.0,1.2254357717284292,1.4094981426022395,1.215036162325587,0.9597418248205563,1.2254357717284292,1.4094981426022395,1.215036162325587,0.9597418248205563
2024-06-06 06:45:00,3.2319619222255205,4.524746686904088,4.524746686904088,1.0529102332506032e-08,1.677194501096746,1.9291117401254279,1.6629610599853266,1.313552083665143,4.909156423322267,6.453858427029517,6.187707746889415,1.3135520941942453,2.9350918140349322,4.109128536112716,4.109128536112715,8.840475529493827e-09,1.5072429752989365,1.733633229182955,1.494451820771562,1.1804487490002817,4.442334789333869,5.84276176529567,5.603580356884278,1.1804487578407572
2024-06-06 07:00:00,5.074697456197001,5.920480365563169,5.920480365563168,2.960240182781584,2.019507796821828,2.322841028574419,2.00236932808962,1.5816464179251493,7.0942052530188295,8.243321394137586,7.922849693652788,4.541886600706733,4.6074094286679825,5.375311000112648,5.375311000112647,2.6876555000563234,1.8143960346510009,2.0869211587385474,1.7989982384140024,1.4210061447566795,6.421805463318985,7.462232158851195,7.174309238526648,4.108661644813003
2024-06-06 07:15:00,26.894679630351252,31.37712623540979,31.377126235409794,15.688563117704897,5.891151408788028,6.823142292462633,5.844707421046875,4.539609071017272,32.78583103913928,38.200268527872424,37.221833656456674,20.22817218872217,24.412853163747336,28.481662024371893,28.481662024371893,14.240831012185946,5.291615119849379,6.1287582707355694,5.249897688388282,4.077617824981178,29.70446828359672,34.61042029510746,33.73155971276017,18.31844883716713
2024-06-06 07:30:00,37.80326006051422,52.92456395801681,26.462281979008413,26.462282295766187,6.712744759301807,7.773954922845211,6.659766454635064,5.173907818653446,44.51600481981603,60.69851888086202,33.12204843364348,31.636190114419623,34.30830236196728,48.03162320104006,24.01581160052003,24.015811864805347,6.028405583105693,6.981429346957254,5.980828218649276,4.646447301784762,40.33670794507298,55.01305254799732,29.996639819169307,28.662259166590108
2024-06-06 07:45:00,44.6954609464917,57.92739295853686,28.96369647926843,40.579327395647205,7.553269429052573,8.746558440757042,7.493597357050642,5.8230079834978,52.24873037554428,66.6739513992939,36.457293836319074,46.402335379144986,40.55662131024997,52.563264596871704,26.28163229843585,36.82164539213151,6.782074404336474,7.85352762619866,6.728494900668537,5.228474075211139,47.33869571458644,60.41679222307035,33.01012719910438,42.05011946734265
2024-06-06 08:00:00,58.43642841969301,68.17583315630853,34.08791657815426,68.17583315630851,8.402989266041054,9.729681815773887,8.336541139811686,6.479398567671177,66.83941768573406,77.90551497208239,42.424457717965936,74.65523172397968,53.01752791146299,61.853782563373485,30.926891281686743,61.853782563373485,7.543902951439534,8.734960029760018,7.484248203240838,5.816972082157506,60.56143086290251,70.58874259313349,38.411139484927574,67.67075464553098
2024-06-06 08:15:00,53.83482116651488,62.80729136093402,31.40364568046701,62.80729136093402,9.251849803675093,10.711687746973057,9.178623190324434,7.135319502078806,63.08667097018995,73.51897910790707,40.58226887079143,69.94261086301283,48.836485453989674,56.97589969632128,28.48794984816064,56.97589969632128,8.304887600535224,9.615305548833756,8.239156012007248,6.404992266615401,57.14137305452489,66.59120524515504,36.72710586016789,63.38089196293668
2024-06-06 08:30:00,54.81974013064431,71.46756134919708,13.200187084262407,71.46756134919708,10.089624501277084,11.680741911178352,10.009698349849742,7.782874537852522,64.90936463192143,83.14830326037543,23.209885434112145,79.25043588704958,49.724479108579665,64.82495635295375,11.973285997644409,64.82495635295375,9.055870663302997,10.483966771036062,8.98413351603185,6.9854636489745445,58.78034977188267,75.30892312398981,20.957419513676264,71.81042000192829
2024-06-06 08:45:00,62.44698986562737,87.42578581187831,0.0,87.42578581187831,13.690696104331279,15.86207817646374,13.5834959142267,10.540823186237173,76.13768596995865,103.28786398834207,13.5834959142267,97.96660899811546,56.63734464752511,79.29228250653516,0.0,79.29228250653516,12.286748979922498,14.235461175720568,12.190541906327436,9.459887759820461,68.92409362744763,93.52774368225573,12.190541906327436,88.7521702663556
2024-06-06 09:00:00,70.51428075785651,98.7199930609991,0.0,98.7199930609991,14.87239808052266,17.23098291090573,14.755946464258596,11.45097245121211,85.38667883837917,115.95097597190484,14.755946464258596,110.1709655122112,63.948712306772904,89.52819722948207,0.0,89.52819722948207,13.346094030130825,15.462625255519418,13.241593452013847,10.275797770164903,77.29480633690372,104.99082248500149,13.241593452013847,99.80399499964699
2024-06-06 09:15:00,104.48087972390387,146.2732316134654,0.0,146.2732316134654,16.02115939556587,18.561701485764836,15.895714425494438,12.335791230338861,120.50203911946973,164.83493309923026,15.895714425494438,158.6090228438043,94.74570551990759,132.6439877278706,0.0,132.64398772787064,14.375855306245631,16.6554946630417,14.263292996243322,11.068958581053831,109.12156082615324,149.29948239091232,14.263292996243322,143.71294630892444
2024-06-06 09:30:00,149.66515953160348,201.3394906166985,20.479331818865855,201.33949061669855,22.821239304786697,26.634653876899545,22.73094302853109,17.191413722873044,172.48639883639018,227.9741444935981,43.21027484739693,218.5309043395716,135.71115783139797,182.56764282542514,18.56994534633025,182.56764282542514,20.476224093795338,23.89778811732004,20.395206288771558,15.424895863532047,156.18738192519334,206.46543094274517,38.965151635101805,197.99253868895715
2024-06-06 09:45:00,137.18665094834378,183.5618219445897,21.248723457728936,183.5618219445897,23.913592776590164,27.901744675661565,23.81554457346478,18.02941313110845,161.10024372493393,211.46356662025124,45.06426803119371,201.59123507569817,124.38916308747085,166.43821573497283,19.266531468715918,166.4382157349728,21.455086082418262,25.033224388219292,21.36711801419535,16.175846691939633,145.8442491698891,191.4714401231921,40.63364948291127,182.61406242691245
2024-06-06 10:00:00,145.43029250962837,194.88047682826593,21.804831713034535,194.88047682826593,24.887765407469367,29.030388975123607,24.782205061789764,18.779390401667627,170.31805791709775,223.9108658033895,46.5870367748243,213.65986722993352,131.85748501293116,176.69255221359535,19.769817011270785,176.69255221359532,22.327990549647623,26.044533935361205,22.233287378070184,16.847878642654695,154.1854755625788,202.73708614895654,42.003104389340976,193.54043085624997
2024-06-06 10:15:00,152.66981281767193,204.88491942969895,22.132046287604375,204.88491942969895,25.731204107362178,30.006037755940604,25.618465817779413,19.431691924077285,178.40101692503413,234.89095718563962,47.750512105383784,224.31661135377627,138.41570879524852,185.75572224083123,20.06567518129169,185.75572224083126,23.083696961213327,26.91868906396301,22.98255842087575,17.43234734742638,161.49940575646187,212.67441130479432,43.04823360216745,203.18806958825766
2024-06-06 10:30:00,149.9772179301755,209.96810510224566,0.0,209.96810510224563,26.433008436123643,30.816078803351274,26.313517796084266,19.977893525321548,176.41022636629907,240.78418390559688,26.313517796084266,229.9459986275672,135.96985603629867,190.35779845081817,0.0,190.35779845081814,23.71244484076122,27.644396612763007,23.60525253513785,17.92170948838193,159.68230087705984,218.00219506358107,23.60525253513785,208.27950793920004
2024-06-06 10:45:00,171.64759591635016,236.53059247386244,9.440104522569357,236.5305924738624,29.42359962076921,34.35582483741592,29.315717622568375,22.13314379399996,201.07119553711928,270.8864173112783,38.755822145137735,258.6637362678624,155.61191583292424,214.43340613923723,8.55819006714176,214.4334061392372,26.39446029620411,30.81891632404906,26.297684679061117,19.85455187157965,182.0063761291283,245.2523224632863,34.85587474620288,234.28795801081694
2024-06-06 11:00:00,178.42837502472335,245.42766566762035,10.930148417480869,245.42766566762026,30.16736684190937,35.223007787930385,30.056403215768892,22.69486904901832,208.59574186663266,280.6506734555507,40.98655163324977,268.1225347166386,161.7555948021596,222.49430918972783,9.908808833239238,222.49430918972783,27.061024142938802,31.59608424503103,26.961486477909983,20.357971654829253,188.8166189450984,254.0903934347588,36.87029531114922,242.8522808445571
2024-06-06 11:15:00,162.56566339246825,227.59192874945555,0.0,227.59192874945555,30.74105543979895,35.891572007054165,30.62762530496473,23.12871072375032,193.30671883226717,263.48350075650967,30.62762530496473,250.72063947320586,147.37263237364527,206.32168532310342,0.0,206.3216853231034,27.575151438749693,32.19523595928755,27.473403044381975,20.746773052310626,174.94778381239496,238.51692128239094,27.473403044381975,227.06845837541405
2024-06-06 11:30:00,160.72337785179406,225.01272899251168,0.0,225.01272899251168,31.137180920380253,36.35279568389077,31.02193170301103,23.429007992483694,191.8605587721743,261.3655246764024,31.02193170301103,248.4417369849954,145.7008123964988,203.98113735509833,0.0,203.98113735509833,27.930139282648422,32.608560467119375,27.826760412676844,21.01588637591357,173.63095167914724,236.58969782221772,27.826760412676844,224.99702373101186
2024-06-06 11:45:00,170.01139781939088,238.0159569471473,0.0,238.0159569471473,31.35057108810717,36.600657221778775,31.234174130200454,23.591838845506437,201.36196890749804,274.6166141689261,31.234174130200454,261.6077957926537,154.11967039605815,215.76753855448138,0.0,215.7675385544814,28.121355662672194,32.830665074071774,28.016947990944203,21.16179921730079,182.24102605873037,248.59820362855322,28.016947990944203,236.9293377717822
2024-06-06 12:00:00,170.39043804877304,238.54661326828227,0.0,238.54661326828227,31.37844666257489,36.631929087612676,31.26158845629028,23.615081231302803,201.76888471134797,275.17854235589493,31.26158845629028,262.16169449958505,154.4630259992834,216.24823639899674,0.0,216.24823639899677,28.146311649365252,32.85865943454503,28.041490419314304,21.18261120164653,182.6093376486487,249.10689583354184,28.041490419314304,237.4308476006433
2024-06-06 12:15:00,161.85514504651164,226.59720306511636,0.0,226.5972030651164,31.22046453679588,36.44622803915011,31.103837720772,23.498446099288458,193.0756095833076,263.04343110426646,31.103837720772,250.09564916440485,146.7260681752465,205.41649544534513,0.0,205.41649544534513,28.00470013486772,32.692200531903524,27.90008609585706,21.078063578324652,174.7307683101142,238.10869597724863,27.90008609585706,226.49455902366978
2024-06-06 12:30:00,164.02115343969686,229.62961481557556,0.0,229.6296148155756,30.878722783673826,36.04602069277742,30.763017042810414,23.24348166088185,194.8998762233707,265.67563550835285,30.763017042810414,252.87309647645745,148.69085776685912,208.16720087360275,0.0,208.16720087360272,27.698400317178585,32.333497665571294,27.5946115744041,20.849543037363986,176.38925808403764,240.500698539174,27.5946115744041,229.01674391096677
2024-06-06 12:45:00,161.79880061197017,226.51832085675818,0.0,226.51832085675815,30.357727599284555,35.43658465596011,30.243620609895522,22.853549003660238,192.15652821125462,261.95490551271826,30.243620609895522,249.37186986041846,146.67819772737812,205.3494768183294,0.0,205.3494768183294,27.231448098635653,31.787277646076642,27.12909200366517,20.500059872444638,173.90964582601381,237.13675446440604,27.12909200366517,225.84953669077396
2024-06-06 13:00:00,178.73051975570394,245.43033007830422,11.980993949203297,245.4303300783042,29.66432240992136,34.6259254933716,29.552470972455005,22.333769222212336,208.39484216562533,280.05625557167576,41.5334649216583,267.76409930051653,162.03063970425333,222.49828087429682,10.861536779144545,222.49828087429682,26.609972601814725,31.060710438886602,26.509637811101666,20.034200636919955,188.64061230606808,253.5589913131834,37.37117459024621,242.53248151121684
2024-06-06 13:15:00,153.27740818699195,214.58837146178874,0.0,214.58837146178874,26.285595505125006,30.616538633396015,26.157254053207236,19.91752226463626,179.56300369211698,245.20491009518477,26.157254053207236,234.50589372642503,138.95914667013642,194.542805338191,0.0,194.54280533819102,23.579730622719932,27.46484223559989,23.46460076865981,17.867193057460128,162.53887729285637,222.00764757379088,23.46460076865981,212.40999839565117
2024-06-06 13:30:00,147.16104299770168,206.0254601967824,0.0,206.0254601967824,25.660507734215265,29.895508422969463,25.538587532559006,19.42992690274024,172.821550731917,235.92096861975196,25.538587532559006,225.45538709952265,133.41815913292416,186.78542278609385,0.0,186.78542278609385,23.01971458922788,26.818879757375196,22.9103415328597,17.430339893375063,156.43787372215206,213.60430254346903,22.9103415328597,204.2157626794689
2024-06-06 13:45:00,148.89375517178928,200.41379740278236,20.093649594306722,200.41379740278236,24.892394840973804,29.00750339382668,24.777410623001913,18.834716229666324,173.78615001276304,229.42130079660905,44.87106021730863,219.2485136324487,134.99397030920466,181.70442531274247,18.21783280036006,181.70442531274247,22.331498418097933,26.02325008620775,22.228343626575064,16.897025707456088,157.3254687273026,207.7276753989502,40.44617642693513,198.60145102019857
2024-06-06 14:00:00,141.1343911293911,189.69895382897755,19.722984380424908,189.69895382897752,23.99119488123352,27.96401428501596,23.883572350766155,18.139588306027218,165.1255860106246,217.66296811399354,43.60655673119106,207.83854213500476,127.96448572585591,171.99726356705702,17.882541122853038,171.99726356705702,21.52398097947066,25.08824235713117,21.427426171171525,16.274143721279035,149.48846670532654,197.0855059241882,39.30996729402456,188.27140728833606
2024-06-06 14:15:00,132.4654224226536,177.79233764445678,19.148134368145584,177.7923376444568,22.968536644261626,26.778509251293933,22.86860809553993,17.353506282434868,155.43395906691526,204.57084689575072,42.01674246368551,195.1458439268917,120.11051086816073,161.20983206307469,17.362207880875907,161.20983206307469,20.607575324728188,24.02591662942547,20.517918545256062,15.569720147154374,140.7180861928889,185.23574869250012,37.88012642613197,176.77955221022904
2024-06-06 14:30:00,146.74050269859026,198.08273965974618,18.384910295700507,198.08273965974618,21.83756004557497,25.46622586940284,21.74556143677389,16.486559918634235,168.5780627441652,223.54896552914903,40.1304717324744,214.56929957838042,133.06193981128504,179.61825874617776,16.671142474053124,179.61825874617782,19.594047835363217,22.849917612691417,19.511500834957875,14.792790169776266,152.6559876466483,202.46817635886924,36.182643309011,194.4110489159541
2024-06-06 14:45:00,80.58716487711175,112.82203082795645,0.0,112.82203082795645,15.499974421390329,17.953934430916515,15.378636926920157,11.94037190157123,96.08713929850208,130.775965258873,15.378636926920157,124.76240272952768,73.08006717649994,102.31209404709989,0.0,102.31209404709988,13.908539824947875,16.11054349307118,13.799660461492275,10.71441368621852,86.98860700144783,118.4226375401711,13.799660461492275,113.02650773331841
2024-06-06 15:00:00,71.87638619633752,100.62694067487254,0.0,100.62694067487254,14.335087694854163,16.604416061494746,14.222870608831865,11.043312230915594,86.21147389119172,117.23135673636732,14.222870608831865,111.67025290578813,65.18577040823506,91.26007857152909,0.0,91.26007857152909,12.864292427952185,14.90078528753118,12.76358893594028,9.910256630595612,78.05006283618724,106.16086385906027,12.76358893594028,101.17033520212469
2024-06-06 15:15:00,67.89285013699909,95.04999019179874,0.0,95.04999019179874,13.143939911134462,15.224501661964926,13.041048657823504,10.12598853819973,81.03679004813355,110.27449185376365,13.041048657823504,105.17597872999849,61.57847749202225,86.20986848883115,0.0,86.20986848883115,11.796445113634208,13.6637111443625,11.70410210127125,9.087889079904725,73.37492260565645,99.87357963319363,11.70410210127125,95.29775756873588
2024-06-06 15:30:00,58.405012151106035,71.49849355682872,25.671308636799292,71.49849355682873,9.556581920977765,11.056320781702842,9.480927582464986,7.382627968402924,67.9615940720838,82.55481433853154,35.152236219264275,78.88112152523163,52.97839877335916,64.85531915562474,23.286097817695204,64.85531915562474,8.577760544597618,9.923890461867828,8.509855011471613,6.626471201818312,61.55615931795679,74.77920961749257,31.795952829166826,71.48179035744306
2024-06-06 15:45:00,53.59260176174769,62.52470205537229,31.262351027686147,62.524702055372295,8.733086262449453,10.104326784569507,8.664013335134296,6.745298406584513,62.32568802419713,72.6290288399418,39.92636436282044,69.2700004619568,48.6187269404703,56.72184809721536,28.36092404860768,56.72184809721536,7.839553509961205,9.070494454344324,7.777547835689387,6.055147767658352,56.458280450431516,65.79234255155968,36.13847188429707,62.77699586487371
2024-06-06 16:00:00,58.97232291540459,68.80104340130535,34.400521700652675,68.80104340130535,7.9026090875772645,9.144148970166095,7.840163806890264,6.102744544381021,66.87493200298185,77.94519237147145,42.240685507542935,74.90378794568635,53.50620525399975,62.42390612966636,31.211953064833185,62.42390612966636,7.095022498207561,8.20968644072743,7.03895865135967,5.479090431275645,60.60122775220731,70.6335925703938,38.25091171619285,67.902996560942
2024-06-06 16:15:00,41.50177148429991,58.102479951106055,29.051239975553035,29.051240292837612,7.075078687285255,8.187269697898095,7.019228352649817,5.462642506001429,48.576850171585185,66.28974964900415,36.07046832820284,34.51388279883905,37.660662997744936,52.72492809091367,26.362464045456836,26.362464310279908,6.353058200108999,7.351748749589031,6.302907461465322,4.90517311453263,44.01372119785392,60.076676840502714,32.66537150692216,31.26763742481253
2024-06-06 16:30:00,27.873207292215916,39.022490122211,19.511245061105505,19.511245278333686,6.260197790001094,7.24491234613262,6.210832718132847,4.832491027672053,34.13340508221702,46.267402468343626,25.72207777923835,24.343736306005734,25.297827288488833,35.416958131353645,17.70847906567682,17.70847924700363,5.622349361022938,6.506731842606872,5.578014072190531,4.340110927479446,30.920176649511767,41.92368997396051,23.286493137867353,22.04859017448308
2024-06-06 16:45:00,27.375649285823023,31.938257500126856,31.93825750012686,15.96912875006343,5.4673030926906625,6.327878842973529,5.424239686630651,4.21950287332637,32.84295237851367,38.26613634310039,37.362497186757516,20.188631623389796,24.851165054166554,28.993025896527644,28.993025896527648,14.496512948263824,4.911257032495873,5.68430887081708,4.872573343281182,3.7903629642287564,29.76242208666243,34.67733476734473,33.86559923980884,18.28687591249258
2024-06-06 17:00:00,4.4593818122844,6.243134530911174,6.243134530911173,1.5717469350475636e-08,1.9022008266547732,2.1879143679094626,1.8860578786759903,1.4897734627515216,6.361582638939174,8.431048898820636,8.129192409587164,1.4897734784689907,4.049076211501747,5.6687066908261246,5.6687066908261246,1.3190803745388215e-08,1.7091453771249876,1.9658616877382018,1.6946407862353674,1.3385755020947863,5.758221588626733,7.634568378564327,7.363347477061491,1.33857551528559
2024-06-06 17:15:00,0.0,0.0,0.0,0.0,1.569274493451955,1.8049819784389858,1.5559569110115068,1.2290308484118564,1.569274493451955,1.8049819784389858,1.5559569110115068,1.2290308484118564,0.0,0.0,0.0,0.0,1.4103931088572539,1.6222363612309167,1.3984238667007587,1.1045974724532532,1.4103931088572539,1.6222363612309167,1.3984238667007587,1.1045974724532532
2024-06-06 17:30:00,0.0,0.0,0.0,0.0,1.2655514915768604,1.4556393063518138,1.2548114417786835,0.9911598192126062,1.2655514915768604,1.4556393063518138,1.2548114417786835,0.9911598192126062,0.0,0.0,0.0,0.0,1.1377778165677772,1.3086738253878962,1.1281221127534997,0.8910895071518757,1.1377778165677772,1.3086738253878962,1.1281221127534997,0.8910895071518757
2024-06-06 17:45:00,0.0,0.0,0.0,0.0,0.9933689669963447,1.1425745406001984,0.9849387828619881,0.7779907907249218,0.9933689669963447,1.1425745406001984,0.9849387828619881,0.7779907907249218,0.0,0.0,0.0,0.0,0.8933969505734566,1.027586570849109,0.8858151747936758,0.6996942959397575,0.8933969505734566,1.027586570849109,0.8858151747936758,0.6996942959397575
2024-06-06 18:00:00,0.0,0.0,0.0,0.0,0.754478239191342,0.8678020515952088,0.7480753912514213,0.5908953685254623,0.754478239191342,0.8678020515952088,0.7480753912514213,0.5908953685254623,0.0,0.0,0.0,0.0,0.6788249713857599,0.7807855445616246,0.6730641517466235,0.5316449312610996,0.6788249713857599,0.7807855445616246,0.6730641517466235,0.5316449312610996
2024-06-06 18:15:00,0.0,0.0,0.0,0.0,0.5500031992047808,0.6326145405762784,0.5453356201434908,0.43075376620882444,0.5500031992047808,0.6326145405762784,0.5453356201434908,0.43075376620882444,0.0,0.0,0.0,0.0,0.49507689342057803,0.569438217697571,0.49087544415741924,0.38773635626824726,0.49507689342057803,0.569438217697571,0.49087544415741924,0.38773635626824726
2024-06-06 18:30:00,0.0,0.0,0.0,0.0,0.3803917493419177,0.4375271854784749,0.3771635707463729,0.29791677373262687,0.3803917493419177,0.4375271854784749,0.3771635707463729,0.29791677373262687,0.0,0.0,0.0,0.0,0.34256604631486237,0.39402000265439224,0.33965887396423433,0.2682922841561958,0.34256604631486237,0.39402000265439224,0.33965887396423433,0.2682922841561958
2024-06-06 18:45:00,0.0,0.0,0.0,0.0,0.2453453909766374,0.2821966527170725,0.24326327763625158,0.19215061170637063,0.2453453909766374,0.2821966527170725,0.24326327763625158,0.19215061170637063,0.0,0.0,0.0,0.0,0.22104294337062988,0.25424393944343004,0.21916707173264852,0.173117320899411,0.22104294337062988,0.25424393944343004,0.21916707173264852,0.173117320899411
2024-06-06 19:00:00,0.0,0.0,0.0,0.0,0.14369721073300765,0.1652807567025722,0.1424777304039381,0.11254137210773062,0.14369721073300765,0.1652807567025722,0.1424777304039381,0.11254137210773062,0.0,0.0,0.0,0.0,0.12948876790918823,0.14893818352781737,0.1283898669333851,0.10141354545704766,0.12948876790918823,0.14893818352781737,0.1283898669333851,0.10141354545704766
2024-06-06 19:15:00,0.0,0.0,0.0,0.0,0.07318244792189428,0.08417456614715055,0.07256138816118278,0.057315330344721395,0.07318244792189428,0.08417456614715055,0.07256138816118278,0.057315330344721395,0.0,0.0,0.0,0.0,0.06591277875652432,0.07581298129463757,0.0653534127374386,0.05162184096844019,0.06591277875652432,0.07581298129463757,0.0653534127374386,0.05162184096844019
2024-06-06 19:30:00,0.0,0.0,0.0,0.0,0.030026010517831155,0.034535964295574866,0.029771196045689483,0.023515894323357284,0.030026010517831155,0.034535964295574866,0.029771196045689483,0.023515894323357284,0.0,0.0,0.0,0.0,0.026981014379614372,0.031033604971302777,0.026752041138967664,0.02113110173272847,0.026981014379614372,0.031033604971302777,0.026752041138967664,0.02113110173272847
